preset	collection	source	zone	type	gender	uvX	uvY	scaleX	scaleY	rot	txd	txt
mp_fm_OGA_003_f	multiplayer_overlays	common.rpf/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	-0.285000	0.670000	0.170000	0.170000	0.000000	MP_FM_OG_Award_003	MP_FM_OG_Award_003
mk_000	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.450000	0.700000	0.080000	0.080000	0.000000	sp_mi_tat_000	sp_mi_tat_000
mk_001	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	-0.500000	0.375000	0.150000	0.150000	9.360000	sp_mi_tat_001	sp_mi_tat_001
mk_002	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	-0.800000	0.380000	0.200000	0.200000	0.000000	sp_mi_tat_002	sp_mi_tat_002
mk_003	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.750000	0.275000	0.250000	0.250000	-19.440001	sp_mi_tat_003	sp_mi_tat_003
mk_004	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	-0.670000	0.750000	0.100000	0.100000	-28.080000	sp_mi_tat_004	sp_mi_tat_004
mk_005	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.550000	0.630000	0.200000	0.200000	0.000000	sp_mi_tat_005	sp_mi_tat_005
mk_006	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.850000	0.700000	0.100000	0.100000	-6.840000	sp_mi_tat_006	sp_mi_tat_006
mk_007	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.650000	0.360000	0.200000	0.150000	0.000000	sp_mi_tat_007	sp_mi_tat_007
mk_008	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.330000	0.450000	0.120000	0.120000	0.000000	sp_mi_tat_008	sp_mi_tat_008
mk_009	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.480000	0.700000	0.080000	0.080000	0.000000	sp_mi_tat_009	sp_mi_tat_009
mk_010	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.500000	0.600000	0.150000	0.200000	0.000000	sp_mi_tat_010	sp_mi_tat_010
mk_011	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	0.700000	0.360000	0.200000	0.200000	0.000000	sp_mi_tat_011	sp_mi_tat_011
mk_012	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.460000	0.630000	0.150000	0.200000	0.000000	sp_mi_tat_012	sp_mi_tat_012
mk_013	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.500000	0.400000	0.200000	0.180000	0.000000	sp_mi_tat_013	sp_mi_tat_013
mk_014	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.250000	0.620000	0.500000	0.350000	0.000000	sp_mi_tat_014	sp_mi_tat_014
mk_015	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.860000	0.700000	0.200000	0.150000	-35.639999	sp_mi_tat_015	sp_mi_tat_015
mk_016	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.510000	0.610000	0.200000	0.200000	10.800000	sp_mi_tat_016	sp_mi_tat_016
mk_017	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.630000	0.680000	0.100000	0.100000	0.000000	sp_mi_tat_017	sp_mi_tat_017
mk_018	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.200000	0.420000	0.300000	0.300000	0.000000	sp_mi_tat_018	sp_mi_tat_018
mk_019	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.480000	0.350000	0.200000	0.160000	0.000000	sp_mi_tat_019	sp_mi_tat_019
mk_020	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	-0.270000	0.470000	0.300000	0.100000	0.000000	sp_mi_tat_020	sp_mi_tat_020
fr_000	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.750000	0.475000	0.300000	0.300000	0.000000	SP_FR_Tat_000	SP_FR_Tat_000
fr_001	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.450000	0.680000	0.200000	0.200000	0.000000	SP_FR_Tat_001	SP_FR_Tat_001
fr_002	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.200000	0.300000	0.200000	0.200000	0.000000	SP_FR_Tat_002	SP_FR_Tat_002
fr_003	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	-0.300000	0.280000	0.300000	0.300000	0.000000	SP_FR_Tat_003	SP_FR_Tat_003
fr_004	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.242000	0.630000	0.240000	0.280000	0.000000	SP_FR_Tat_004	SP_FR_Tat_004
fr_005	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.020000	0.320000	0.300000	0.200000	0.000000	SP_FR_Tat_005	SP_FR_Tat_005
fr_006	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.800000	0.400000	0.200000	0.200000	0.000000	SP_FR_Tat_006	SP_FR_Tat_006
fr_007	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.500000	0.500000	0.200000	0.300000	0.000000	SP_FR_Tat_007	SP_FR_Tat_007
fr_008	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.525000	0.730000	0.150000	0.175000	0.000000	SP_FR_Tat_008	SP_FR_Tat_008
fr_009	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.550000	0.740000	0.100000	0.150000	0.000000	SP_FR_Tat_009	SP_FR_Tat_009
fr_010	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.236000	0.650000	0.250000	0.250000	0.000000	SP_FR_Tat_010	SP_FR_Tat_010
fr_011	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.800000	0.300000	0.200000	0.000000	SP_FR_Tat_011	SP_FR_Tat_011
fr_012	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.700000	0.450000	0.136000	0.350000	0.000000	SP_FR_Tat_012	SP_FR_Tat_012
fr_013	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.200000	0.250000	0.150000	0.150000	0.000000	SP_FR_Tat_013	SP_FR_Tat_013
fr_014	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.200000	0.250000	0.150000	0.150000	0.000000	SP_FR_Tat_014	SP_FR_Tat_014
fr_015	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.350000	0.300000	0.180000	0.200000	0.000000	SP_FR_Tat_015	SP_FR_Tat_015
fr_016	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.450000	0.400000	0.136000	0.200000	0.000000	SP_FR_Tat_016	SP_FR_Tat_016
fr_017	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.450000	0.740000	0.150000	0.150000	0.000000	SP_FR_Tat_017	SP_FR_Tat_017
fr_018	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.840000	0.700000	0.120000	0.100000	0.000000	SP_FR_Tat_018	SP_FR_Tat_018
fr_019	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.500000	0.600000	0.200000	0.200000	0.000000	SP_FR_Tat_019	SP_FR_Tat_019
fr_020	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.620000	0.720000	0.200000	0.150000	0.000000	SP_FR_Tat_020	SP_FR_Tat_020
fr_021	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.735000	0.690000	0.200000	0.300000	0.000000	SP_FR_Tat_021	SP_FR_Tat_021
fr_022	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	0.005000	0.300000	0.300000	0.200000	0.000000	SP_FR_Tat_022	SP_FR_Tat_022
fr_023	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.600000	0.680000	0.200000	0.200000	0.000000	SP_FR_Tat_023	SP_FR_Tat_023
fr_024	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.230000	0.600000	0.325000	0.250000	0.000000	SP_FR_Tat_024	SP_FR_Tat_024
fr_025	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.500000	0.300000	0.200000	-2.160000	SP_FR_Tat_025	SP_FR_Tat_025
fr_026	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	-0.340000	0.320000	0.200000	0.200000	0.000000	SP_FR_Tat_026	SP_FR_Tat_026
fr_027	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.200000	0.320000	0.150000	0.200000	0.000000	SP_FR_Tat_027	SP_FR_Tat_027
fr_028	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.725000	0.580000	0.240000	0.200000	-2.160000	SP_FR_Tat_028	SP_FR_Tat_028
fr_029	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.640000	0.700000	0.230000	0.150000	0.720000	SP_FR_Tat_029	SP_FR_Tat_029
fr_030	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.980000	0.475000	0.100000	0.100000	19.440001	SP_FR_Tat_030	SP_FR_Tat_030
fr_031	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.700000	0.200000	0.200000	0.720000	SP_FR_Tat_031	SP_FR_Tat_031
fr_032	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.850000	0.730000	0.150000	0.120000	0.000000	SP_FR_Tat_032	SP_FR_Tat_032
fr_033	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	0.275000	0.250000	0.200000	0.200000	0.000000	SP_FR_Tat_033	SP_FR_Tat_033
fr_034	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.200000	0.280000	0.150000	0.100000	0.000000	SP_FR_Tat_034	SP_FR_Tat_034
fr_035	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.570000	0.480000	0.250000	0.120000	-5.040000	SP_FR_Tat_035	SP_FR_Tat_035
fr_036	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.500000	0.250000	0.300000	0.000000	SP_FR_Tat_036	SP_FR_Tat_036
fr_037	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.750000	0.420000	0.300000	0.300000	0.000000	SP_FR_Tat_037	SP_FR_Tat_037
fr_038	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.246000	0.650000	0.300000	0.400000	0.000000	SP_FR_Tat_038	SP_FR_Tat_038
fr_039	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.820000	0.720000	0.200000	0.200000	0.000000	SP_MI_Tat_018	SP_MI_Tat_018
tp_000	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.620000	0.410000	0.100000	0.100000	0.000000	SP_TP_Tat_000	SP_TP_Tat_000
tp_001	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.470000	0.720000	0.100000	0.150000	0.000000	SP_TP_Tat_001	SP_TP_Tat_001
tp_002	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	-0.180000	0.350000	0.175000	0.200000	0.000000	SP_TP_Tat_002	SP_TP_Tat_002
tp_003	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.470000	0.780000	0.060000	0.080000	0.000000	SP_TP_Tat_003	SP_TP_Tat_003
tp_004	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	-0.220000	0.620000	0.230000	0.250000	0.000000	SP_TP_Tat_004	SP_TP_Tat_004
tp_005	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	-0.240000	0.400000	0.200000	0.280000	0.000000	SP_TP_Tat_005	SP_TP_Tat_005
tp_006	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.850000	0.750000	0.150000	0.150000	0.000000	SP_TP_Tat_006	SP_TP_Tat_006
tp_007	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	-0.140000	0.450000	0.166000	0.300000	0.000000	SP_TP_Tat_007	SP_TP_Tat_007
tp_008	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.550000	0.360000	0.150000	0.200000	180.000000	SP_TP_Tat_008	SP_TP_Tat_008
tp_009	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	-0.470000	0.740000	0.200000	0.200000	-7.200000	SP_TP_Tat_009	SP_TP_Tat_009
tp_010	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.500000	0.450000	0.300000	0.300000	0.000000	SP_TP_Tat_010	SP_TP_Tat_010
tp_011	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_LEG	TYPE_TATTOO	GENDER_MALE	0.150000	0.380000	0.200000	0.200000	0.000000	SP_TP_Tat_011	SP_TP_Tat_011
tp_012	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.350000	0.200000	0.200000	0.000000	SP_TP_Tat_012	SP_TP_Tat_012
tp_013	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.840000	0.750000	0.100000	0.100000	0.000000	SP_TP_Tat_013	SP_TP_Tat_013
tp_014	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	0.520000	0.780000	0.120000	0.120000	0.000000	SP_TP_Tat_014	SP_TP_Tat_014
tp_015	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	-0.065000	0.425000	0.150000	0.150000	0.000000	SP_TP_Tat_015	SP_TP_Tat_015
tp_016	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	0.600000	0.400000	0.200000	0.200000	-8.640000	SP_TP_Tat_016	SP_TP_Tat_016
tp_017	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	-0.520000	0.660000	0.100000	0.200000	0.000000	SP_TP_Tat_017	SP_TP_Tat_017
tp_018	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	1.510000	0.400000	0.150000	0.150000	0.000000	SP_TP_Tat_018	SP_TP_Tat_018
tp_019	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	-0.330000	0.800000	0.250000	0.250000	0.000000	SP_TP_Tat_019	SP_TP_Tat_019
tp_020	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	-0.500000	0.700000	0.100000	0.150000	0.000000	SP_TP_Tat_020	SP_TP_Tat_020
tp_021	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.730000	0.660000	0.250000	0.160000	0.000000	SP_TP_Tat_021	SP_TP_Tat_021
tp_022	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.250000	0.650000	0.300000	0.320000	0.000000	SP_TP_Tat_022	SP_TP_Tat_022
tp_023	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.735000	0.730000	0.300000	0.200000	0.000000	SP_TP_Tat_023	SP_TP_Tat_023
tp_024	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	1.480000	0.400000	0.200000	0.200000	0.000000	SP_TP_Tat_024	SP_TP_Tat_024
tp_025	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_RIGHT_LEG	TYPE_TATTOO	GENDER_MALE	0.350000	0.680000	0.300000	0.300000	0.000000	SP_TP_Tat_025	SP_TP_Tat_025
tp_026	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.240000	0.650000	0.280000	0.300000	0.000000	SP_TP_Tat_026	SP_TP_Tat_026
tp_027	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.715000	0.360000	0.200000	0.200000	0.000000	SP_TP_Tat_027	SP_TP_Tat_027
tp_028	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.920000	0.400000	0.080000	0.080000	-47.160000	SP_TP_Tat_028	SP_TP_Tat_028
tp_029	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.900000	0.400000	0.050000	0.050000	0.000000	SP_TP_Tat_029	SP_TP_Tat_029
tp_030	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.725000	0.540000	0.200000	0.200000	0.000000	SP_TP_Tat_030	SP_TP_Tat_030
tp_031	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.220000	0.630000	0.200000	0.280000	0.000000	SP_TP_Tat_031	SP_TP_Tat_031
tp_032	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.330000	0.800000	0.080000	0.080000	0.000000	SP_TP_Tat_032	SP_TP_Tat_032
tp_033	singleplayer_overlays	common.rpf/data/effects/peds/singleplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	0.720000	0.500000	0.300000	0.300000	0.000000	SP_MI_Tat_018	SP_MI_Tat_018
FM_CREW_M_000_A	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.845000	0.680000	0.050000	0.050000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_M_000_B	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.745000	0.620000	0.120000	0.120000	-4.320000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_M_000_C	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	1.245000	0.670000	0.130000	0.130000	-4.320000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_M_000_D	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.820000	0.650000	0.050000	0.050000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_M_000_E	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.740000	0.575000	0.100000	0.110000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_M_000_F	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_MALE	0.234000	0.675000	0.110000	0.110000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_F_000_A	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.810000	0.610000	0.040000	0.040000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_F_000_B	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.810000	0.650000	0.040000	0.040000	-9.360000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_F_000_C	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.740000	0.500000	0.100000	0.100000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_CREW_F_000_D	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_BADGE	GENDER_FEMALE	0.740000	0.600000	0.100000	0.100000	0.000000	CREW_EMBLEM_TEXTURE	CREW_EMBLEM_TEXTURE
FM_Tat_Award_M_000	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_HEAD	TYPE_TATTOO	GENDER_MALE	-0.500000	0.600000	0.450000	0.300000	0.000000	mp_fm_tat_award_000	mp_fm_tat_award_000
FM_Tat_Award_M_001	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_LEFT_ARM	TYPE_TATTOO	GENDER_MALE	-0.250000	0.480000	0.120000	0.125000	0.000000	mp_fm_tat_award_001	mp_fm_tat_award_001
FM_Tat_Award_M_002	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_RIGHT_ARM	TYPE_TATTOO	GENDER_MALE	-0.530000	0.770000	0.115000	0.180000	0.000000	mp_fm_tat_award_002	mp_fm_tat_award_002
FM_Tat_Award_M_003	multiplayer_overlays	update/update.rpf/common/data/effects/peds/multiplayer_overlays.xml	ZONE_TORSO	TYPE_TATTOO	GENDER_MALE	-0.370000	0.610000	0.130000	0.130000	0.000000	mp_fm_tat_award_003	mp_fm_tat_award_003
